Nb,Input,Output
724900,2955302,1079292
724800,2956332,1079688
724700,2957322,1080074
724600,2958361,1080492
724500,2959421,1080901
724400,2960478,1081302
724300,2961585,1081729
724200,2962614,1082117
724100,2963693,1082546
724000,2964734,1082932
723900,2965749,1083337
723800,2966844,1083770
723700,2967900,1084162
723600,2968957,1084577
723500,2969960,1084952
723400,2971003,1085362
723300,2971982,1085768
723200,2973039,1086172
723100,2974046,1086553
723000,2975072,1086971
722900,2976146,1087376
722800,2977197,1087764
722700,2978247,1088176
722600,2979344,1088586
722500,2980343,1088962
722400,2981398,1089392
722300,2982395,1089771
722200,2983423,1090177
722100,2984507,1090586
722000,2985582,1091003
721900,2986653,1091397
721800,2987660,1091804
721700,2988707,1092210
721600,2989735,1092618
721500,2990796,1093030
721400,2991854,1093435
721300,2992933,1093873
721200,2993967,1094266
721100,2995041,1094668
721000,2996089,1095070
720900,2997184,1095495
720800,2998262,1095890
720700,2999363,1096312
720600,3000427,1096725
720500,3001475,1097137
720400,3002524,1097527
720300,3003584,1097948
720200,3004651,1098378
720100,3005700,1098791
720000,3006734,1099198
719900,3007752,1099596
719800,3008775,1100007
719700,3009888,1100433
719600,3010928,1100805
719500,3012007,1101226
719400,3013076,1101663
719300,3014133,1102060
719200,3015184,1102457
719100,3016191,1102848
719000,3017322,1103280
718900,3018327,1103653
718800,3019376,1104083
718700,3020449,1104516
718600,3021462,1104903
718500,3022440,1105316
718400,3023499,1105743
718300,3024577,1106158
718200,3025604,1106549
718100,3026668,1106972
718000,3027696,1107367
717900,3028745,1107773
717800,3029817,1108191
717700,3030838,1108578
717600,3031873,1108999
717500,3032892,1109395
717400,3033919,1109792
717300,3034948,1110203
717200,3036011,1110621
717100,3036995,1110994
717000,3038070,1111417
716900,3039155,1111830
716800,3040213,1112237
716700,3041260,1112681
716600,3042335,1113097
716500,3043407,1113497
716400,3044493,1113927
716300,3045569,1114333
716200,3046628,1114736
716100,3047696,1115136
716000,3048752,1115549
715900,3049796,1115960
715800,3050929,1116389
715700,3051945,1116769
715600,3052933,1117162
715500,3053978,1117555
715400,3055012,1117951
715300,3056099,1118365
715200,3057124,1118748
715100,3058164,1119164
715000,3059218,1119564
714900,3060268,1119985
714800,3061311,1120378
714700,3062356,1120775
714600,3063363,1121164
714500,3064425,1121577
714400,3065461,1121983
714300,3066453,1122364
714200,3067519,1122802
714100,3068515,1123200
714000,3069538,1123624
713900,3070583,1124051
713800,3071668,1124480
713700,3072690,1124875
713600,3073738,1125295
713500,3074777,1125691
713400,3075816,1126113
713300,3076838,1126501
713200,3077878,1126922
713100,3078949,1127325
713000,3080063,1127747
712900,3081094,1128131
712800,3082155,1128556
712700,3083211,1128966
712600,3084283,1129385
712500,3085357,1129798
712400,3086362,1130195
712300,3087387,1130600
712200,3088460,1131023
712100,3089517,1131421
712000,3090546,1131818
711900,3091611,1132245
711800,3092644,1132625
711700,3093692,1133057
711600,3094784,1133482
711500,3095835,1133880
711400,3096911,1134290
711300,3097934,1134663
711200,3099027,1135085
711100,3100057,1135470
711000,3101118,1135885
710900,3102188,1136294
710800,3103281,1136728
710700,3104292,1137144
710600,3105336,1137537
710500,3106394,1137956
710400,3107418,1138368
710300,3108445,1138793
710200,3109476,1139208
710100,3110552,1139617
710000,3111597,1140024
709900,3112658,1140435
709800,3113771,1140848
709700,3114798,1141229
709600,3115900,1141667
709500,3116914,1142030
709400,3117969,1142445
709300,3119041,1142867
709200,3120116,1143266
709100,3121168,1143661
709000,3122154,1144034
708900,3123218,1144452
708800,3124268,1144848
708700,3125299,1145246
708600,3126337,1145668
708500,3127371,1146091
708400,3128417,1146507
708300,3129420,1146904
708200,3130479,1147321
708100,3131501,1147715
708000,3132561,1148130
707900,3133649,1148553
707800,3134687,1148924
707700,3135730,1149349
707600,3136799,1149765
707500,3137858,1150163
707400,3138871,1150555
707300,3139968,1150983
707200,3141033,1151391
707100,3142089,1151807
707000,3143150,1152221
706900,3144227,1152627
706800,3145193,1153020
706700,3146251,1153470
706600,3147316,1153874
706500,3148399,1154291
706400,3149472,1154707
706300,3150502,1155100
706200,3151552,1155527
706100,3152579,1155931
706000,3153575,1156324
705900,3154555,1156718
705800,3155585,1157149
705700,3156687,1157576
705600,3157715,1157949
705500,3158778,1158375
705400,3159826,1158771
705300,3160880,1159173
705200,3161916,1159588
705100,3163000,1160011
705000,3164025,1160391
704900,3165112,1160806
704800,3166129,1161188
704700,3167116,1161603
704600,3168186,1162043
704500,3169260,1162456
704400,3170297,1162854
704300,3171364,1163278
704200,3172427,1163672
704100,3173418,1164066
704000,3174488,1164492
703900,3175496,1164885
703800,3176541,1165318
703700,3177603,1165740
703600,3178640,1166138
703500,3179717,1166562
703400,3180765,1166972
703300,3181810,1167367
703200,3182861,1167780
703100,3183898,1168185
703000,3184940,1168585
702900,3185970,1168997
702800,3186981,1169413
702700,3188044,1169822
702600,3189097,1170217
702500,3190125,1170633
702400,3191176,1171065
702300,3192245,1171471
702200,3193312,1171871
702100,3194368,1172270
702000,3195436,1172691
701900,3196524,1173108
701800,3197614,1173511
701700,3198608,1173904
701600,3199640,1174336
701500,3200672,1174729
701400,3201699,1175137
701300,3202735,1175568
701200,3203742,1175952
701100,3204761,1176368
701000,3205825,1176785
700900,3206871,1177162
700800,3207906,1177599
700700,3208941,1178011
700600,3209952,1178408
700500,3210999,1178830
700400,3212089,1179254
700300,3213167,1179663
700200,3214206,1180061
700100,3215254,1180446
700000,3216362,1180882
699900,3217372,1181251
699800,3218450,1181677
699700,3219535,1182072
699600,3220596,1182484
699500,3221633,1182880
699400,3222667,1183287
699300,3223718,1183695
699200,3224777,1184122
699100,3225800,1184515
699000,3226900,1184952
698900,3228014,1185351
698800,3229066,1185741
698700,3230092,1186137
698600,3231115,1186534
698500,3232199,1186960
698400,3233241,1187357
698300,3234211,1187745
698200,3235233,1188168
698100,3236244,1188549
698000,3237360,1188982
697900,3238449,1189376
697800,3239441,1189752
697700,3240485,1190160
697600,3241512,1190573
697500,3242510,1190967
697400,3243513,1191386
697300,3244526,1191809
697200,3245596,1192235
697100,3246618,1192621
697000,3247687,1193040
696900,3248720,1193438
696800,3249766,1193871
696700,3250823,1194269
696600,3251872,1194665
696500,3252908,1195069
696400,3253952,1195479
696300,3255005,1195886
696200,3256024,1196278
696100,3257167,1196710
696000,3258168,1197087
695900,3259247,1197530
695800,3260259,1197911
695700,3261334,1198334
695600,3262393,1198728
695500,3263484,1199151
695400,3264524,1199556
695300,3265620,1199989
695200,3266625,1200387
695100,3267692,1200813
695000,3268740,1201222
694900,3269763,1201611
694800,3270811,1202026
694700,3271890,1202438
694600,3272847,1202816
694500,3273847,1203234
694400,3274912,1203652
694300,3275910,1204042
694200,3276945,1204461
694100,3278041,1204870
694000,3279074,1205268
693900,3280110,1205679
693800,3281158,1206080
693700,3282204,1206486
693600,3283271,1206922
693500,3284271,1207313
693400,3285340,1207725
693300,3286353,1208131
693200,3287428,1208556
693100,3288487,1208949
693000,3289521,1209347
692900,3290542,1209728
692800,3291608,1210144
692700,3292655,1210550
692600,3293693,1210959
692500,3294739,1211376
692400,3295800,1211762
692300,3296806,1212173
692200,3297807,1212572
692100,3298853,1212992
692000,3299867,1213370
691900,3300943,1213783
691800,3302002,1214210
691700,3302994,1214612
691600,3304033,1215038
691500,3305081,1215445
691400,3306141,1215853
691300,3307148,1216237
691200,3308122,1216657
691100,3309149,1217077
691000,3310143,1217495
690900,3311196,1217915
690800,3312174,1218295
690700,3313231,1218736
690600,3314230,1219136
690500,3315269,1219541
690400,3316333,1219944
690300,3317342,1220329
690200,3318390,1220737
690100,3319468,1221146
690000,3320523,1221564
689900,3321553,1221958
689800,3322585,1222371
689700,3323552,1222740
689600,3324602,1223178
689500,3325593,1223571
689400,3326631,1223995
689300,3327742,1224424
689200,3328803,1224818
689100,3329848,1225215
689000,3330886,1225608
688900,3331952,1226022
688800,3332992,1226429
688700,3334041,1226845
688600,3335106,1227279
688500,3336155,1227675
688400,3337220,1228093
688300,3338261,1228494
688200,3339306,1228904
688100,3340338,1229321
688000,3341351,1229722
687900,3342386,1230117
687800,3343447,1230543
687700,3344445,1230931
687600,3345458,1231336
687500,3346539,1231743
687400,3347555,1232140
687300,3348537,1232536
687200,3349590,1232956
687100,3350586,1233338
687000,3351583,1233771
686900,3352640,1234212
686800,3353663,1234605
686700,3354708,1235005
686600,3355656,1235402
686500,3356650,1235796
686400,3357679,1236210
686300,3358754,1236634
686200,3359764,1237027
686100,3360791,1237444
686000,3361866,1237865
685900,3362891,1238269
685800,3363953,1238687
685700,3365039,1239110
685600,3366083,1239495
685500,3367104,1239909
685400,3368157,1240320
685300,3369262,1240732
685200,3370282,1241117
685100,3371360,1241561
685000,3372362,1241967
684900,3373412,1242376
684800,3374483,1242781
684700,3375535,1243183
684600,3376561,1243587
684500,3377655,1244024
684400,3378718,1244418
684300,3379748,1244838
684200,3380781,1245252
684100,3381808,1245659
684000,3382763,1246026
683900,3383817,1246446
683800,3384847,1246844
683700,3385915,1247250
683600,3386971,1247652
683500,3388031,1248063
683400,3389074,1248468
683300,3390140,1248903
683200,3391198,1249305
683100,3392238,1249723
683000,3393251,1250137
682900,3394224,1250520
682800,3395284,1250965
682700,3396314,1251366
682600,3397322,1251765
682500,3398306,1252190
682400,3399373,1252608
682300,3400423,1253036
682200,3401504,1253440
682100,3402573,1253832
682000,3403572,1254212
681900,3404628,1254660
681800,3405684,1255063
681700,3406701,1255470
681600,3407757,1255903
681500,3408831,1256321
681400,3409860,1256718
681300,3410902,1257148
681200,3411923,1257520
681100,3413009,1257949
681000,3414072,1258359
680900,3415137,1258776
680800,3416160,1259149
680700,3417225,1259564
680600,3418244,1259964
680500,3419240,1260355
680400,3420287,1260779
680300,3421296,1261185
680200,3422295,1261597
680100,3423335,1262019
680000,3424313,1262413
679900,3425397,1262855
679800,3426473,1263251
679700,3427556,1263684
679600,3428569,1264073
679500,3429652,1264505
679400,3430633,1264894
679300,3431664,1265309
679200,3432730,1265732
679100,3433800,1266137
679000,3434849,1266531
678900,3435959,1266966
678800,3436991,1267355
678700,3438050,1267754
678600,3439103,1268154
678500,3440102,1268538
678400,3441115,1268938
678300,3442147,1269358
678200,3443139,1269755
678100,3444181,1270174
678000,3445216,1270582
677900,3446294,1271005
677800,3447342,1271397
677700,3448376,1271813
677600,3449411,1272214
677500,3450494,1272647
677400,3451533,1273046
677300,3452601,1273466
677200,3453658,1273864
677100,3454695,1274280
677000,3455694,1274685
676900,3456754,1275103
676800,3457802,1275516
676700,3458798,1275927
676600,3459864,1276342
676500,3460933,1276742
676400,3461946,1277128
676300,3462959,1277523
676200,3464005,1277951
676100,3465078,1278367
676000,3466090,1278761
675900,3467109,1279155
675800,3468177,1279595
675700,3469229,1279990
675600,3470256,1280410
675500,3471267,1280804
675400,3472316,1281233
675300,3473376,1281635
675200,3474451,1282052
675100,3475518,1282453
675000,3476553,1282888
674900,3477575,1283293
674800,3478562,1283683
674700,3479595,1284106
674600,3480615,1284517
674500,3481647,1284924
674400,3482668,1285351
674300,3483695,1285768
674200,3484752,1286192
674100,3485825,1286615
674000,3486876,1287013
673900,3487949,1287439
673800,3489013,1287870
673700,3490025,1288255
673600,3491029,1288665
673500,3492098,1289085
673400,3493139,1289506
673300,3494185,1289909
673200,3495205,1290308
673100,3496233,1290727
673000,3497272,1291134
672900,3498332,1291552
672800,3499344,1291952
672700,3500376,1292379
672600,3501422,1292781
672500,3502451,1293168
672400,3503450,1293565
672300,3504469,1293986
672200,3505525,1294413
672100,3506494,1294760
672000,3507490,1295188
671900,3508526,1295604
671800,3509559,1296000
671700,3510549,1296399
671600,3511612,1296823
671500,3512673,1297230
671400,3513690,1297618
671300,3514757,1298040
671200,3515706,1298405
671100,3516742,1298850
671000,3517793,1299272
670900,3518808,1299680
670800,3519876,1300112
670700,3520886,1300508
670600,3521948,1300939
670500,3522998,1301357
670400,3523997,1301750
670300,3525023,1302166
670200,3525992,1302542
670100,3527041,1302979
670000,3528095,1303387
669900,3529130,1303817
669800,3530132,1304214
669700,3531215,1304667
669600,3532299,1305072
669500,3533374,1305472
669400,3534408,1305880
669300,3535452,1306299
669200,3536470,1306678
669100,3537500,1307090
669000,3538555,1307500
668900,3539615,1307908
668800,3540662,1308321
668700,3541721,1308730
668600,3542753,1309126
668500,3543787,1309530
668400,3544773,1309909
668300,3545811,1310344
668200,3546817,1310744
668100,3547840,1311156
668000,3548881,1311582
667900,3549974,1312017
667800,3551075,1312447
667700,3552158,1312858
667600,3553177,1313268
667500,3554229,1313694
667400,3555222,1314087
667300,3556264,1314498
667200,3557282,1314910
667100,3558342,1315321
667000,3559390,1315753
666900,3560415,1316155
666800,3561441,1316568
666700,3562495,1317008
666600,3563524,1317424
666500,3564562,1317806
666400,3565580,1318210
666300,3566623,1318621
666200,3567625,1319025
666100,3568664,1319448
666000,3569687,1319846
665900,3570655,1320233
665800,3571687,1320666
665700,3572710,1321067
665600,3573764,1321490
665500,3574815,1321899
665400,3575867,1322316
665300,3576930,1322714
665200,3577923,1323094
665100,3578920,1323497
665000,3579954,1323932
664900,3580905,1324309
664800,3581878,1324723
664700,3582948,1325163
664600,3584023,1325571
664500,3585070,1325968
664400,3586146,1326392
664300,3587124,1326770
664200,3588192,1327213
664100,3589278,1327642
664000,3590303,1328023
663900,3591385,1328443
663800,3592384,1328810
663700,3593357,1329206
663600,3594416,1329652
663500,3595456,1330052
663400,3596477,1330471
663300,3597469,1330869
663200,3598500,1331304
663100,3599536,1331701
663000,3600574,1332110
662900,3601593,1332530
662800,3602591,1332945
662700,3603647,1333372
662600,3604622,1333759
662500,3605697,1334196
662400,3606741,1334597
662300,3607777,1335023
662200,3608793,1335402
662100,3609832,1335839
662000,3610825,1336240
661900,3611885,1336658
661800,3612922,1337067
661700,3613882,1337442
661600,3614888,1337843
661500,3615928,1338282
661400,3616894,1338664
661300,3617963,1339118
661200,3618993,1339526
661100,3620085,1339952
661000,3621147,1340363
660900,3622122,1340748
660800,3623167,1341181
660700,3624205,1341591
660600,3625262,1342017
660500,3626285,1342429
660400,3627314,1342841
660300,3628348,1343259
660200,3629394,1343688
660100,3630431,1344120
660000,3631457,1344518
659900,3632492,1344940
659800,3633569,1345373
659700,3634643,1345774
659600,3635672,1346174
659500,3636619,1346566
659400,3637643,1346997
659300,3638722,1347439
659200,3639738,1347833
659100,3640725,1348218
659000,3641717,1348617
658900,3642810,1349068
658800,3643846,1349453
658700,3644956,1349879
658600,3646005,1350288
658500,3647026,1350687
658400,3648028,1351102
658300,3649067,1351539
658200,3650057,1351928
658100,3651036,1352316
658000,3652105,1352756
657900,3653157,1353177
657800,3654133,1353556
657700,3655161,1353984
657600,3656210,1354393
657500,3657244,1354802
657400,3658242,1355205
657300,3659294,1355621
657200,3660345,1356031
657100,3661348,1356433
657000,3662413,1356865
656900,3663442,1357261
656800,3664509,1357672
656700,3665502,1358058
656600,3666507,1358477
656500,3667569,1358883
656400,3668572,1359283
656300,3669574,1359696
656200,3670572,1360088
656100,3671573,1360499
656000,3672536,1360906
655900,3673557,1361326
655800,3674605,1361730
655700,3675621,1362131
655600,3676657,1362542
655500,3677701,1362948
655400,3678698,1363339
655300,3679731,1363754
655200,3680737,1364168
655100,3681797,1364604
655000,3682807,1364994
654900,3683829,1365402
654800,3684893,1365824
654700,3685865,1366216
654600,3686946,1366659
654500,3687922,1367035
654400,3688890,1367438
654300,3689911,1367855
654200,3690941,1368273
654100,3691945,1368678
654000,3692982,1369080
653900,3694021,1369503
653800,3695015,1369868
653700,3696034,1370268
653600,3697065,1370684
653500,3698128,1371106
653400,3699153,1371507
653300,3700231,1371931
653200,3701301,1372324
653100,3702305,1372733
653000,3703379,1373165
652900,3704359,1373557
652800,3705519,1374018
652700,3706565,1374397
652600,3707557,1374808
652500,3708597,1375232
652400,3709589,1375624
652300,3710641,1376071
652200,3711677,1376492
652100,3712723,1376892
652000,3713760,1377301
651900,3714807,1377696
651800,3715773,1378092
651700,3716824,1378526
651600,3717857,1378936
651500,3718870,1379338
651400,3719876,1379760
651300,3720921,1380188
651200,3721959,1380597
651100,3722974,1381009
651000,3724028,1381441
650900,3725075,1381856
650800,3726107,1382260
650700,3727136,1382676
650600,3728143,1383106
650500,3729224,1383531
650400,3730213,1383915
650300,3731289,1384369
650200,3732310,1384773
650100,3733317,1385181
650000,3734307,1385606
649900,3735405,1386023
649800,3736493,1386431
649700,3737539,1386819
649600,3738542,1387226
649500,3739570,1387632
649400,3740614,1388037
649300,3741585,1388425
649200,3742569,1388853
649100,3743573,1389260
649000,3744604,1389673
648900,3745676,1390092
648800,3746695,1390483
648700,3747728,1390883
648600,3748809,1391304
648500,3749802,1391693
648400,3750869,1392125
648300,3751883,1392531
648200,3752958,1392951
648100,3754015,1393349
648000,3755067,1393767
647900,3756107,1394178
647800,3757146,1394571
647700,3758236,1394999
647600,3759231,1395396
647500,3760228,1395807
647400,3761261,1396217
647300,3762310,1396610
647200,3763328,1397015
647100,3764357,1397454
647000,3765462,1397878
646900,3766447,1398269
646800,3767448,1398668
646700,3768460,1399082
646600,3769509,1399492
646500,3770563,1399900
646400,3771614,1400294
646300,3772654,1400711
646200,3773706,1401129
646100,3774674,1401519
646000,3775724,1401975
645900,3776696,1402351
645800,3777716,1402793
645700,3778790,1403191
645600,3779762,1403592
645500,3780796,1404023
645400,3781801,1404414
645300,3782865,1404857
645200,3783907,1405251
645100,3784934,1405663
645000,3785953,1406065
644900,3786927,1406447
644800,3787967,1406862
644700,3788982,1407268
644600,3789995,1407684
644500,3791042,1408094
644400,3792020,1408476
644300,3793081,1408904
644200,3794114,1409312
644100,3795084,1409692
644000,3796057,1410101
643900,3797081,1410516
643800,3798122,1410921
643700,3799173,1411324
643600,3800169,1411727
643500,3801118,1412102
643400,3802135,1412551
643300,3803166,1412968
643200,3804196,1413388
643100,3805233,1413788
643000,3806288,1414206
642900,3807331,1414604
642800,3808341,1415026
642700,3809337,1415426
642600,3810348,1415835
642500,3811431,1416278
642400,3812427,1416657
642300,3813466,1417078
642200,3814476,1417490
642100,3815505,1417894
642000,3816529,1418298
641900,3817511,1418693
641800,3818495,1419092
641700,3819549,1419492
641600,3820552,1419909
641500,3821578,1420332
641400,3822608,1420755
641300,3823580,1421149
641200,3824570,1421561
641100,3825650,1421994
641000,3826724,1422400
640900,3827734,1422792
640800,3828727,1423191
640700,3829763,1423598
640600,3830776,1424005
640500,3831836,1424412
640400,3832867,1424819
640300,3833914,1425237
640200,3834959,1425644
640100,3835999,1426075
640000,3837039,1426483
639900,3838067,1426898
639800,3839105,1427301
639700,3840118,1427699
639600,3841143,1428092
639500,3842194,1428518
639400,3843161,1428894
639300,3844152,1429306
639200,3845171,1429725
639100,3846206,1430115
639000,3847273,1430537
638900,3848250,1430940
638800,3849280,1431362
638700,3850267,1431770
638600,3851264,1432175
638500,3852255,1432572
638400,3853254,1432980
638300,3854310,1433413
638200,3855410,1433852
638100,3856424,1434245
638000,3857451,1434665
637900,3858474,1435093
637800,3859449,1435481
637700,3860426,1435886
637600,3861418,1436307
637500,3862418,1436712
637400,3863475,1437130
637300,3864460,1437515
637200,3865494,1437941
637100,3866508,1438332
637000,3867565,1438750
636900,3868593,1439157
636800,3869638,1439566
636700,3870698,1439996
636600,3871743,1440404
636500,3872742,1440798
636400,3873763,1441221
636300,3874765,1441629
636200,3875827,1442066
636100,3876846,1442465
636000,3877899,1442869
635900,3878945,1443291
635800,3879957,1443701
635700,3880994,1444103
635600,3882058,1444523
635500,3883075,1444921
635400,3884083,1445316
635300,3885089,1445724
635200,3886104,1446151
635100,3887123,1446554
635000,3888170,1446971
634900,3889223,1447361
634800,3890263,1447773
634700,3891315,1448182
634600,3892306,1448599
634500,3893320,1449010
634400,3894337,1449414
634300,3895311,1449807
634200,3896339,1450233
634100,3897395,1450649
634000,3898380,1451053
633900,3899432,1451483
633800,3900477,1451892
633700,3901442,1452276
633600,3902491,1452697
633500,3903470,1453084
633400,3904524,1453504
633300,3905548,1453899
633200,3906549,1454288
633100,3907563,1454702
633000,3908586,1455098
632900,3909595,1455523
632800,3910647,1455949
632700,3911652,1456340
632600,3912719,1456789
632500,3913770,1457185
632400,3914819,1457613
632300,3915789,1458010
632200,3916806,1458427
632100,3917825,1458820
632000,3918860,1459217
631900,3919898,1459644
631800,3920910,1460027
631700,3921964,1460457
631600,3922987,1460854
631500,3923999,1461271
631400,3925049,1461687
631300,3926054,1462084
631200,3927053,1462485
631100,3928135,1462913
631000,3929166,1463317
630900,3930183,1463725
630800,3931240,1464147
630700,3932275,1464551
630600,3933363,1464969
630500,3934437,1465387
630400,3935510,1465815
630300,3936524,1466234
630200,3937561,1466638
630100,3938602,1467064
630000,3939623,1467459
629900,3940685,1467874
629800,3941671,1468284
629700,3942639,1468685
629600,3943625,1469118
629500,3944663,1469525
629400,3945728,1469960
629300,3946752,1470361
629200,3947779,1470788
629100,3948758,1471196
629000,3949761,1471628
628900,3950809,1472039
628800,3951880,1472451
628700,3952891,1472843
628600,3953860,1473244
628500,3954864,1473659
628400,3955893,1474089
628300,3956970,1474516
628200,3957997,1474906
628100,3959072,1475346
628000,3960074,1475739
627900,3961095,1476150
627800,3962080,1476556
627700,3963068,1476955
627600,3964117,1477388
627500,3965141,1477764
627400,3966171,1478165
627300,3967210,1478605
627200,3968231,1478995
627100,3969252,1479413
627000,3970301,1479844
626900,3971312,1480248
626800,3972330,1480633
626700,3973372,1481081
626600,3974456,1481497
626500,3975491,1481892
626400,3976523,1482324
626300,3977526,1482718
626200,3978585,1483139
626100,3979618,1483554
626000,3980605,1483960
625900,3981615,1484363
625800,3982564,1484736
625700,3983598,1485178
625600,3984648,1485599
625500,3985740,1486018
625400,3986749,1486408
625300,3987737,1486814
625200,3988755,1487224
625100,3989808,1487630
625000,3990842,1488051
624900,3991888,1488467
624800,3992924,1488890
624700,3993937,1489305
624600,3994903,1489703
624500,3995934,1490100
624400,3996942,1490523
624300,3997963,1490946
624200,3998997,1491370
624100,3999961,1491759
624000,4000907,1492167
623900,4001946,1492620
623800,4002965,1493009
623700,4003962,1493416
623600,4004994,1493826
623500,4006104,1494290
623400,4007121,1494690
623300,4008212,1495114
623200,4009251,1495514
623100,4010291,1495935
623000,4011307,1496322
622900,4012290,1496723
622800,4013292,1497142
622700,4014346,1497576
622600,4015380,1497991
622500,4016367,1498394
622400,4017385,1498825
622300,4018446,1499260
622200,4019514,1499670
622100,4020535,1500070
622000,4021519,1500483
621900,4022587,1500907
621800,4023651,1501314
621700,4024684,1501729
621600,4025641,1502110
621500,4026563,1502518
621400,4027583,1502956
621300,4028625,1503397
621200,4029722,1503835
621100,4030764,1504246
621000,4031766,1504646
620900,4032717,1505042
620800,4033809,1505497
620700,4034821,1505876
620600,4035895,1506307
620500,4036903,1506716
620400,4037864,1507130
620300,4038849,1507543
620200,4039797,1507929
620100,4040841,1508371
620000,4041909,1508775
619900,4042934,1509187
619800,4043912,1509610
619700,4044889,1510022
619600,4045939,1510445
619500,4046933,1510844
619400,4047947,1511261
619300,4048993,1511689
619200,4050039,1512088
619100,4051034,1512491
619000,4052067,1512911
618900,4053073,1513311
618800,4054095,1513731
618700,4055084,1514125
618600,4056093,1514521
618500,4057108,1514938
618400,4058142,1515338
618300,4059156,1515768
618200,4060187,1516173
618100,4061187,1516577
618000,4062269,1517010
617900,4063314,1517405
617800,4064315,1517792
617700,4065362,1518228
617600,4066369,1518637
617500,4067425,1519060
617400,4068426,1519475
617300,4069419,1519891
617200,4070443,1520309
617100,4071465,1520715
617000,4072492,1521127
616900,4073594,1521580
616800,4074590,1521983
616700,4075575,1522393
616600,4076615,1522801
616500,4077637,1523201
616400,4078684,1523621
616300,4079737,1524051
616200,4080730,1524431
616100,4081742,1524862
616000,4082725,1525259
615900,4083694,1525659
615800,4084706,1526083
615700,4085675,1526472
615600,4086695,1526916
615500,4087753,1527340
615400,4088763,1527758
615300,4089775,1528161
615200,4090784,1528573
615100,4091773,1528984
615000,4092815,1529418
614900,4093815,1529811
614800,4094790,1530199
614700,4095857,1530651
614600,4096860,1531037
614500,4097904,1531473
614400,4098930,1531899
614300,4099952,1532298
614200,4101014,1532737
614100,4102015,1533143
614000,4103000,1533551
613900,4103983,1533950
613800,4104969,1534376
613700,4105984,1534801
613600,4107037,1535217
613500,4108076,1535629
613400,4109045,1536016
613300,4110084,1536444
613200,4111090,1536850
613100,4112105,1537265
613000,4113097,1537693
612900,4114098,1538093
612800,4115100,1538492
612700,4116132,1538913
612600,4117170,1539341
612500,4118187,1539749
612400,4119215,1540156
612300,4120220,1540569
612200,4121221,1540985
612100,4122276,1541412
612000,4123347,1541842
611900,4124350,1542229
611800,4125462,1542653
611700,4126511,1543047
611600,4127520,1543469
611500,4128536,1543890
611400,4129533,1544293
611300,4130579,1544713
611200,4131622,1545145
611100,4132619,1545548
611000,4133631,1545947
610900,4134647,1546355
610800,4135636,1546770
610700,4136639,1547187
610600,4137640,1547604
610500,4138668,1548025
610400,4139690,1548439
610300,4140710,1548846
610200,4141698,1549238
610100,4142672,1549657
610000,4143714,1550084
609900,4144680,1550471
609800,4145744,1550930
609700,4146839,1551357
609600,4147813,1551732
609500,4148896,1552166
609400,4149881,1552561
609300,4150882,1552981
609200,4151849,1553371
609100,4152888,1553819
609000,4153845,1554203
608900,4154866,1554637
608800,4155925,1555055
608700,4156928,1555456
608600,4157921,1555858
608500,4158982,1556314
608400,4160028,1556746
608300,4161051,1557155
608200,4162066,1557579
608100,4163084,1557984
608000,4164118,1558402
607900,4165182,1558839
607800,4166201,1559255
607700,4167178,1559646
607600,4168208,1560081
607500,4169192,1560500
607400,4170199,1560901
607300,4171188,1561296
607200,4172184,1561732
607100,4173239,1562146
607000,4174255,1562541
606900,4175289,1562956
606800,4176342,1563382
606700,4177317,1563799
606600,4178291,1564220
606500,4179353,1564646
606400,4180387,1565057
606300,4181414,1565463
606200,4182428,1565879
606100,4183440,1566289
606000,4184449,1566698
605900,4185481,1567115
605800,4186541,1567530
605700,4187585,1567941
605600,4188622,1568331
605500,4189609,1568727
605400,4190528,1569135
605300,4191572,1569571
605200,4192520,1569951
605100,4193531,1570387
605000,4194514,1570780
604900,4195476,1571193
604800,4196440,1571613
604700,4197490,1572046
604600,4198524,1572449
604500,4199552,1572857
604400,4200611,1573276
604300,4201576,1573683
604200,4202584,1574115
604100,4203605,1574519
604000,4204589,1574924
603900,4205636,1575353
603800,4206628,1575747
603700,4207626,1576173
603600,4208600,1576581
603500,4209620,1576989
603400,4210602,1577398
603300,4211557,1577788
603200,4212596,1578211
603100,4213655,1578628
603000,4214715,1579033
602900,4215672,1579402
602800,4216680,1579810
602700,4217701,1580224
602600,4218645,1580596
602500,4219652,1581021
602400,4220662,1581434
602300,4221660,1581838
602200,4222723,1582261
602100,4223767,1582675
602000,4224825,1583096
601900,4225830,1583507
601800,4226867,1583925
601700,4227855,1584331
601600,4228896,1584771
601500,4229892,1585168
601400,4230918,1585597
601300,4231964,1586018
601200,4232990,1586428
601100,4233980,1586836
601000,4234999,1587221
600900,4236033,1587657
600800,4237024,1588081
600700,4238001,1588480
600600,4239028,1588888
600500,4239999,1589297
600400,4241017,1589726
600300,4242008,1590132
600200,4243044,1590549
600100,4244055,1590974
600000,4245092,1591385
599900,4246121,1591795
599800,4247106,1592203
599700,4248124,1592632
599600,4249141,1593040
599500,4250155,1593445
599400,4251168,1593842
599300,4252182,1594254
599200,4253182,1594648
599100,4254228,1595094
599000,4255276,1595490
598900,4256293,1595900
598800,4257284,1596303
598700,4258265,1596691
598600,4259266,1597106
598500,4260265,1597540
598400,4261240,1597938
598300,4262237,1598354
598200,4263241,1598784
598100,4264215,1599177
598000,4265243,1599605
597900,4266258,1600032
