Nb,Input,Output
264600,935364,221046
264700,935971,221141
264800,936568,221240
264900,937169,221350
265000,937727,221444
265100,938320,221551
265200,938898,221665
265300,939485,221770
265400,940105,221876
265500,940730,221981
265600,941355,222090
265700,941929,222180
265800,942549,222291
265900,943127,222390
266000,943731,222488
266100,944350,222601
266200,944940,222700
266300,945547,222803
266400,946121,222902
266500,946710,223001
266600,947273,223102
266700,947811,223206
266800,948374,223312
266900,948957,223419
267000,949550,223527
267100,950118,223627
267200,950741,223740
267300,951363,223843
267400,951933,223937
267500,952504,224047
267600,953064,224149
267700,953662,224257
267800,954219,224364
267900,954830,224471
268000,955433,224571
268100,956068,224682
268200,956696,224789
268300,957298,224889
268400,957905,224988
268500,958500,225098
268600,959072,225195
268700,959669,225305
268800,960266,225408
268900,960866,225515
269000,961480,225620
269100,962046,225719
269200,962676,225836
269300,963291,225929
269400,963899,226028
269500,964484,226128
269600,965057,226231
269700,965683,226345
269800,966334,226452
269900,966952,226553
270000,967579,226661
270100,968172,226758
270200,968734,226859
270300,969339,226969
270400,969929,227071
270500,970562,227177
270600,971177,227282
270700,971766,227384
270800,972404,227493
270900,972996,227598
271000,973574,227699
271100,974181,227805
271200,974781,227913
271300,975400,228019
271400,975986,228120
271500,976584,228224
271600,977164,228322
271700,977779,228438
271800,978354,228537
271900,978950,228644
272000,979606,228756
272100,980151,228846
272200,980774,228958
272300,981441,229066
272400,982092,229171
272500,982653,229262
272600,983234,229361
272700,983834,229472
272800,984459,229581
272900,985050,229683
273000,985613,229775
273100,986237,229883
273200,986842,229986
273300,987479,230098
273400,988043,230197
273500,988676,230306
273600,989327,230416
273700,989933,230511
273800,990515,230612
273900,991110,230714
274000,991742,230821
274100,992427,230932
274200,993064,231032
274300,993702,231135
274400,994271,231229
274500,994869,231337
274600,995436,231437
274700,996042,231550
274800,996613,231650
274900,997236,231754
275000,997868,231868
275100,998463,231964
275200,999101,232073
275300,999677,232168
275400,1000265,232270
275500,1000877,232379
275600,1001494,232484
275700,1002181,232596
275800,1002809,232691
275900,1003425,232791
276000,1004011,232892
276100,1004647,233002
276200,1005275,233108
276300,1005926,233212
276400,1006518,233304
276500,1007135,233419
276600,1007735,233520
276700,1008311,233618
276800,1008900,233719
276900,1009534,233834
277000,1010134,233933
277100,1010771,234035
277200,1011414,234144
277300,1011991,234236
277400,1012606,234355
277500,1013234,234455
277600,1013868,234563
277700,1014485,234664
277800,1015079,234767
277900,1015628,234862
278000,1016215,234962
278100,1016846,235075
278200,1017448,235179
278300,1018054,235281
278400,1018701,235395
278500,1019322,235494
278600,1019936,235591
278700,1020534,235695
278800,1021129,235794
278900,1021751,235901
279000,1022382,236011
279100,1022973,236111
279200,1023591,236222
279300,1024182,236318
279400,1024793,236423
279500,1025411,236527
279600,1026002,236628
279700,1026638,236741
279800,1027294,236853
279900,1027914,236949
280000,1028526,237049
280100,1029149,237153
280200,1029767,237253
280300,1030379,237362
280400,1030992,237469
280500,1031644,237575
280600,1032265,237677
280700,1032889,237785
280800,1033530,237895
280900,1034162,237994
281000,1034782,238093
281100,1035372,238192
281200,1036001,238299
281300,1036618,238403
281400,1037240,238515
281500,1037829,238616
281600,1038463,238724
281700,1039101,238828
281800,1039752,238943
281900,1040362,239036
282000,1040928,239129
282100,1041546,239245
282200,1042143,239343
282300,1042747,239448
282400,1043409,239563
282500,1044031,239664
282600,1044653,239760
282700,1045260,239865
282800,1045899,239975
282900,1046551,240082
283000,1047186,240186
283100,1047798,240282
283200,1048412,240386
283300,1049009,240481
283400,1049619,240590
283500,1050243,240698
283600,1050856,240799
283700,1051471,240901
283800,1052077,241002
283900,1052657,241104
284000,1053286,241206
284100,1053950,241321
284200,1054596,241421
284300,1055228,241521
284400,1055825,241620
284500,1056433,241727
284600,1057074,241837
284700,1057726,241947
284800,1058320,242041
284900,1058935,242143
285000,1059523,242254
285100,1060112,242355
285200,1060666,242459
285300,1061266,242568
285400,1061896,242681
285500,1062566,242785
285600,1063212,242890
285700,1063880,242994
285800,1064499,243089
285900,1065137,243191
286000,1065716,243284
286100,1066348,243398
286200,1066952,243507
286300,1067565,243611
286400,1068203,243718
286500,1068860,243831
286600,1069461,243925
286700,1070078,244029
286800,1070732,244139
286900,1071361,244241
287000,1072042,244352
287100,1072674,244451
287200,1073257,244551
287300,1073898,244657
287400,1074521,244759
287500,1075149,244865
287600,1075762,244969
287700,1076376,245070
287800,1076985,245167
287900,1077652,245283
288000,1078276,245385
288100,1078886,245489
288200,1079517,245587
288300,1080160,245697
288400,1080847,245811
288500,1081451,245908
288600,1082078,246010
288700,1082702,246110
288800,1083300,246208
288900,1083905,246317
289000,1084539,246424
289100,1085166,246523
289200,1085779,246622
289300,1086335,246715
289400,1086927,246826
289500,1087534,246930
289600,1088186,247043
289700,1088803,247145
289800,1089431,247253
289900,1089998,247345
290000,1090613,247455
290100,1091251,247558
290200,1091893,247668
290300,1092531,247768
290400,1093133,247872
290500,1093749,247982
290600,1094353,248088
290700,1094938,248191
290800,1095560,248305
290900,1096225,248409
291000,1096875,248514
291100,1097511,248615
291200,1098149,248721
291300,1098792,248826
291400,1099450,248929
291500,1100055,249031
291600,1100695,249141
291700,1101283,249237
291800,1101964,249357
291900,1102581,249451
292000,1103246,249554
292100,1103851,249658
292200,1104458,249757
292300,1105100,249866
292400,1105729,249969
292500,1106363,250072
292600,1107001,250180
292700,1107603,250272
292800,1108245,250382
292900,1108928,250501
293000,1109563,250596
293100,1110186,250696
293200,1110783,250802
293300,1111374,250903
293400,1112027,251017
293500,1112659,251115
293600,1113263,251210
293700,1113857,251312
293800,1114448,251425
293900,1115071,251529
294000,1115672,251636
294100,1116264,251735
294200,1116820,251827
294300,1117434,251943
294400,1118095,252062
294500,1118748,252166
294600,1119356,252264
294700,1119976,252365
294800,1120603,252474
294900,1121274,252585
295000,1121900,252684
295100,1122529,252781
295200,1123203,252901
295300,1123820,252995
295400,1124413,253095
295500,1124995,253198
295600,1125644,253308
295700,1126271,253413
295800,1126851,253511
295900,1127469,253618
296000,1128107,253726
296100,1128704,253825
296200,1129288,253925
296300,1129912,254031
296400,1130511,254135
296500,1131166,254244
296600,1131814,254345
296700,1132422,254450
296800,1132991,254544
296900,1133634,254660
297000,1134270,254771
297100,1134905,254874
297200,1135576,254982
297300,1136219,255087
297400,1136865,255187
297500,1137442,255282
297600,1138081,255396
297700,1138719,255508
297800,1139362,255611
297900,1139959,255710
298000,1140576,255814
298100,1141187,255920
298200,1141824,256025
298300,1142517,256137
298400,1143159,256232
298500,1143836,256344
298600,1144450,256444
298700,1145078,256549
298800,1145741,256657
298900,1146369,256753
299000,1147003,256860
299100,1147650,256969
299200,1148237,257063
299300,1148861,257172
299400,1149489,257279
299500,1150115,257382
299600,1150777,257491
299700,1151350,257581
299800,1151989,257692
299900,1152662,257810
300000,1153272,257905
300100,1153890,258009
300200,1154552,258125
300300,1155205,258225
300400,1155835,258328
300500,1156437,258422
300600,1157117,258541
300700,1157724,258636
300800,1158393,258746
300900,1159056,258855
301000,1159679,258950
301100,1160316,259056
301200,1160946,259157
301300,1161591,259261
301400,1162212,259368
301500,1162856,259476
301600,1163551,259587
301700,1164207,259684
301800,1164840,259783
301900,1165479,259884
302000,1166114,259988
302100,1166744,260094
302200,1167387,260201
302300,1167963,260293
302400,1168584,260399
302500,1169225,260505
302600,1169883,260614
302700,1170513,260715
302800,1171120,260820
302900,1171767,260925
303000,1172373,261029
303100,1172981,261136
303200,1173647,261247
303300,1174257,261348
303400,1174882,261449
303500,1175521,261566
303600,1176179,261666
303700,1176825,261773
303800,1177462,261872
303900,1178100,261972
304000,1178757,262080
304100,1179360,262176
304200,1180023,262294
304300,1180640,262396
304400,1181248,262494
304500,1181879,262600
304600,1182526,262711
304700,1183179,262815
304800,1183815,262915
304900,1184494,263021
305000,1185120,263118
305100,1185741,263224
305200,1186342,263325
305300,1186964,263428
305400,1187557,263530
305500,1188222,263649
305600,1188855,263754
305700,1189510,263855
305800,1190189,263966
305900,1190828,264071
306000,1191465,264178
306100,1192058,264274
306200,1192701,264386
306300,1193370,264497
306400,1193993,264597
306500,1194591,264695
306600,1195261,264808
306700,1195889,264907
306800,1196580,265020
306900,1197235,265120
307000,1197882,265221
307100,1198594,265333
307200,1199199,265422
307300,1199880,265536
307400,1200565,265638
307500,1201223,265735
307600,1201877,265839
307700,1202542,265946
307800,1203181,266046
307900,1203792,266145
308000,1204423,266253
308100,1205043,266362
308200,1205661,266461
308300,1206300,266572
308400,1206990,266683
308500,1207628,266780
308600,1208290,266891
308700,1208932,266989
308800,1209562,267096
308900,1210206,267199
309000,1210863,267299
309100,1211508,267403
309200,1212090,267498
309300,1212729,267607
309400,1213336,267711
309500,1213982,267818
309600,1214647,267927
309700,1215272,268024
309800,1215902,268128
309900,1216549,268233
310000,1217209,268340
310100,1217917,268455
310200,1218562,268556
310300,1219182,268658
310400,1219834,268769
310500,1220445,268869
310600,1221070,268973
310700,1221693,269076
310800,1222323,269182
310900,1222983,269293
311000,1223615,269389
311100,1224237,269492
311200,1224865,269600
311300,1225532,269707
311400,1226199,269810
311500,1226819,269912
311600,1227494,270021
311700,1228169,270131
311800,1228811,270231
311900,1229482,270338
312000,1230140,270439
312100,1230815,270549
312200,1231424,270641
312300,1232019,270740
312400,1232650,270854
312500,1233301,270963
312600,1233943,271065
312700,1234602,271176
312800,1235260,271280
312900,1235925,271382
313000,1236535,271472
313100,1237192,271589
313200,1237857,271697
313300,1238484,271794
313400,1239169,271906
313500,1239820,272010
313600,1240430,272103
313700,1241055,272206
313800,1241742,272324
313900,1242372,272421
314000,1243036,272522
314100,1243655,272631
314200,1244336,272742
314300,1244998,272845
314400,1245670,272952
314500,1246305,273052
314600,1246937,273151
314700,1247597,273262
314800,1248209,273354
314900,1248846,273460
315000,1249463,273563
315100,1250109,273668
315200,1250756,273776
315300,1251408,273886
315400,1252107,273993
315500,1252745,274089
315600,1253381,274187
315700,1254085,274304
315800,1254725,274405
315900,1255370,274510
316000,1256013,274614
316100,1256674,274718
316200,1257345,274829
316300,1257989,274934
316400,1258636,275032
316500,1259246,275133
316600,1259900,275241
316700,1260509,275342
316800,1261141,275448
316900,1261816,275564
317000,1262435,275658
317100,1263055,275762
317200,1263703,275867
317300,1264369,275975
317400,1264994,276072
317500,1265630,276172
317600,1266273,276278
317700,1266906,276384
317800,1267532,276487
317900,1268240,276602
318000,1268893,276701
318100,1269544,276803
318200,1270164,276906
318300,1270857,277020
318400,1271532,277121
318500,1272143,277218
318600,1272776,277325
318700,1273381,277428
318800,1273999,277530
318900,1274638,277635
319000,1275270,277742
319100,1275907,277847
319200,1276578,277956
319300,1277268,278069
319400,1277902,278170
319500,1278487,278259
319600,1279126,278376
319700,1279820,278481
319800,1280461,278586
319900,1281081,278689
320000,1281808,278798
320100,1282489,278904
320200,1283160,279006
320300,1283768,279096
320400,1284437,279209
320500,1285097,279318
320600,1285720,279419
320700,1286395,279532
320800,1287026,279631
320900,1287680,279734
321000,1288307,279845
321100,1288977,279948
321200,1289590,280043
321300,1290204,280151
321400,1290828,280258
321500,1291458,280364
321600,1292124,280483
321700,1292795,280586
321800,1293444,280683
321900,1294126,280789
322000,1294802,280898
322100,1295467,280998
322200,1296094,281096
322300,1296792,281207
322400,1297425,281307
322500,1298006,281402
322600,1298710,281524
322700,1299394,281622
322800,1300056,281731
322900,1300716,281833
323000,1301371,281933
323100,1302035,282045
323200,1302722,282150
323300,1303367,282250
323400,1304038,282357
323500,1304665,282453
323600,1305299,282560
323700,1305977,282668
323800,1306630,282777
323900,1307302,282882
324000,1307925,282975
324100,1308595,283089
324200,1309223,283179
324300,1309858,283284
324400,1310504,283387
324500,1311214,283502
324600,1311875,283604
324700,1312531,283710
324800,1313194,283811
324900,1313788,283903
325000,1314479,284015
325100,1315095,284109
325200,1315686,284212
325300,1316335,284316
325400,1317026,284427
325500,1317675,284524
325600,1318328,284628
325700,1318959,284732
325800,1319616,284841
325900,1320314,284950
326000,1320988,285051
326100,1321655,285149
326200,1322334,285259
326300,1323023,285372
326400,1323653,285470
326500,1324322,285581
326600,1324977,285682
326700,1325623,285785
326800,1326282,285897
326900,1326934,286003
327000,1327593,286112
327100,1328234,286206
327200,1328916,286325
327300,1329518,286424
327400,1330163,286528
327500,1330839,286634
327600,1331526,286743
327700,1332206,286841
327800,1332906,286951
327900,1333560,287058
328000,1334235,287166
328100,1334912,287264
328200,1335563,287364
328300,1336230,287464
328400,1336903,287568
328500,1337517,287670
328600,1338149,287772
328700,1338815,287882
328800,1339459,287980
328900,1340096,288085
329000,1340749,288188
329100,1341451,288302
329200,1342107,288400
329300,1342762,288508
329400,1343380,288610
329500,1343991,288708
329600,1344656,288819
329700,1345291,288918
329800,1345937,289022
329900,1346600,289128
330000,1347223,289227
330100,1347853,289331
330200,1348506,289435
330300,1349173,289541
330400,1349782,289649
330500,1350437,289753
330600,1351097,289859
330700,1351773,289963
330800,1352444,290069
330900,1353084,290173
331000,1353776,290274
331100,1354462,290381
331200,1355129,290488
331300,1355778,290581
331400,1356501,290701
331500,1357166,290795
331600,1357763,290891
331700,1358409,291003
331800,1359106,291117
331900,1359788,291223
332000,1360468,291319
332100,1361181,291432
332200,1361802,291522
332300,1362503,291633
332400,1363123,291729
332500,1363796,291842
332600,1364460,291949
332700,1365149,292059
332800,1365805,292159
332900,1366474,292269
333000,1367117,292371
333100,1367791,292475
333200,1368392,292568
333300,1369033,292677
333400,1369706,292789
333500,1370375,292897
333600,1371037,293011
333700,1371689,293110
333800,1372301,293202
333900,1372961,293309
334000,1373629,293423
334100,1374306,293529
334200,1374994,293638
334300,1375616,293734
334400,1376298,293844
334500,1376953,293951
334600,1377625,294055
334700,1378301,294165
334800,1378927,294261
334900,1379610,294374
335000,1380213,294464
335100,1380818,294564
335200,1381461,294670
335300,1382139,294779
335400,1382811,294883
335500,1383436,294984
335600,1384115,295090
335700,1384771,295190
335800,1385473,295303
335900,1386181,295406
336000,1386876,295509
336100,1387571,295618
336200,1388202,295710
336300,1388923,295825
336400,1389621,295931
336500,1390274,296023
336600,1390915,296123
336700,1391569,296234
336800,1392251,296337
336900,1392948,296445
337000,1393611,296547
337100,1394233,296644
337200,1394914,296759
337300,1395590,296859
337400,1396257,296963
337500,1396911,297062
337600,1397588,297174
337700,1398292,297280
337800,1398951,297383
337900,1399611,297484
338000,1400254,297589
338100,1400915,297695
338200,1401548,297793
338300,1402229,297911
338400,1402945,298018
338500,1403626,298116
338600,1404282,298215
338700,1404979,298324
338800,1405615,298423
338900,1406282,298528
339000,1406964,298633
339100,1407597,298734
339200,1408280,298843
339300,1408935,298947
339400,1409617,299056
339500,1410281,299159
339600,1410960,299268
339700,1411587,299363
339800,1412260,299476
339900,1412905,299577
340000,1413574,299687
340100,1414241,299791
340200,1414915,299894
340300,1415513,299988
340400,1416173,300104
340500,1416816,300206
340600,1417423,300305
340700,1418077,300418
340800,1418761,300523
340900,1419420,300627
341000,1420088,300734
341100,1420734,300840
341200,1421365,300946
341300,1422052,301054
341400,1422747,301162
341500,1423420,301268
341600,1424084,301369
341700,1424752,301466
341800,1425458,301572
341900,1426065,301666
342000,1426757,301784
342100,1427409,301877
342200,1428079,301990
342300,1428736,302090
342400,1429383,302188
342500,1430040,302300
342600,1430636,302388
342700,1431303,302501
342800,1431980,302616
342900,1432636,302720
343000,1433302,302827
343100,1434002,302937
343200,1434711,303039
343300,1435379,303141
343400,1436051,303247
343500,1436712,303351
343600,1437401,303454
343700,1438075,303562
343800,1438718,303665
343900,1439361,303770
344000,1440024,303875
344100,1440696,303974
344200,1441366,304080
344300,1442016,304180
344400,1442700,304290
344500,1443409,304401
344600,1444071,304500
344700,1444747,304605
344800,1445429,304706
344900,1446157,304814
345000,1446835,304912
345100,1447455,305008
345200,1448130,305119
345300,1448840,305231
345400,1449530,305334
345500,1450190,305431
345600,1450887,305539
345700,1451574,305643
345800,1452195,305738
345900,1452855,305846
346000,1453512,305950
346100,1454142,306057
346200,1454807,306158
346300,1455442,306259
346400,1456114,306369
346500,1456777,306475
346600,1457477,306588
346700,1458145,306686
346800,1458841,306791
346900,1459538,306901
347000,1460228,307000
347100,1460954,307108
347200,1461600,307205
347300,1462284,307313
347400,1463034,307425
347500,1463723,307524
347600,1464373,307624
347700,1465040,307729
347800,1465716,307837
347900,1466423,307946
348000,1467062,308039
348100,1467719,308148
348200,1468430,308262
348300,1469141,308365
348400,1469780,308464
348500,1470461,308571
348600,1471173,308683
348700,1471895,308788
348800,1472554,308883
348900,1473314,308999
349000,1474019,309093
349100,1474738,309199
349200,1475426,309300
349300,1476096,309404
349400,1476797,309506
349500,1477470,309606
349600,1478125,309705
349700,1478828,309819
349800,1479504,309921
349900,1480148,310025
350000,1480790,310129
350100,1481505,310241
350200,1482188,310343
350300,1482876,310447
350400,1483547,310549
350500,1484264,310661
350600,1484941,310760
350700,1485603,310863
350800,1486277,310969
350900,1486970,311080
351000,1487624,311176
351100,1488285,311282
351200,1489011,311400
351300,1489644,311494
351400,1490308,311598
351500,1490989,311705
351600,1491692,311816
351700,1492386,311919
351800,1493110,312027
351900,1493781,312117
352000,1494435,312222
352100,1495137,312340
352200,1495806,312436
352300,1496496,312544
352400,1497149,312642
352500,1497842,312754
352600,1498509,312853
352700,1499159,312958
352800,1499810,313056
352900,1500454,313160
353000,1501127,313266
353100,1501770,313371
353200,1502425,313484
353300,1503082,313590
353400,1503767,313698
353500,1504449,313801
353600,1505126,313907
353700,1505752,313998
353800,1506411,314104
353900,1507125,314221
354000,1507769,314317
354100,1508410,314421
354200,1509056,314520
354300,1509724,314625
354400,1510417,314735
354500,1511117,314839
354600,1511784,314940
354700,1512422,315041
354800,1513102,315153
354900,1513735,315246
355000,1514410,315357
355100,1515095,315466
355200,1515769,315569
355300,1516476,315673
355400,1517135,315774
355500,1517765,315877
355600,1518432,315989
355700,1519094,316099
355800,1519756,316194
355900,1520416,316303
356000,1521095,316410
356100,1521779,316516
356200,1522429,316619
356300,1523105,316726
356400,1523813,316835
356500,1524526,316935
356600,1525211,317040
356700,1525884,317140
356800,1526552,317248
356900,1527236,317352
357000,1527918,317458
357100,1528617,317564
357200,1529291,317667
357300,1530010,317775
357400,1530717,317879
357500,1531448,317983
357600,1532129,318081
357700,1532866,318193
357800,1533517,318285
357900,1534199,318390
358000,1534900,318494
358100,1535508,318584
358200,1536154,318696
358300,1536845,318809
358400,1537491,318906
358500,1538136,319002
358600,1538800,319114
358700,1539460,319214
358800,1540147,319320
358900,1540834,319426
359000,1541510,319535
359100,1542164,319632
359200,1542866,319742
359300,1543543,319843
359400,1544207,319948
359500,1544849,320052
359600,1545505,320158
359700,1546120,320261
359800,1546838,320380
359900,1547488,320471
360000,1548168,320580
360100,1548801,320681
360200,1549489,320791
360300,1550170,320894
360400,1550857,321000
360500,1551549,321104
360600,1552184,321204
360700,1552830,321313
360800,1553547,321425
360900,1554237,321531
361000,1554910,321634
361100,1555593,321744
361200,1556285,321846
361300,1556961,321951
361400,1557617,322054
361500,1558327,322159
361600,1559035,322268
361700,1559719,322373
361800,1560453,322480
361900,1561084,322578
362000,1561840,322692
362100,1562518,322785
362200,1563218,322895
362300,1563878,322992
362400,1564597,323104
362500,1565269,323204
362600,1565971,323307
362700,1566627,323402
362800,1567291,323509
362900,1568022,323627
363000,1568747,323728
363100,1569438,323827
363200,1570132,323932
363300,1570766,324030
363400,1571387,324128
363500,1572010,324239
363600,1572695,324354
363700,1573405,324459
363800,1574061,324557
363900,1574748,324659
364000,1575444,324772
364100,1576125,324872
364200,1576758,324968
364300,1577456,325082
364400,1578097,325178
364500,1578795,325291
364600,1579518,325400
364700,1580151,325494
364800,1580898,325615
364900,1581576,325713
365000,1582267,325816
365100,1583018,325932
365200,1583704,326031
365300,1584418,326137
365400,1585118,326241
365500,1585799,326345
365600,1586474,326453
365700,1587165,326557
365800,1587780,326656
365900,1588550,326774
366000,1589248,326866
366100,1589936,326965
366200,1590600,327067
366300,1591300,327176
366400,1592042,327292
366500,1592703,327382
366600,1593338,327480
366700,1593994,327585
366800,1594687,327700
366900,1595355,327801
367000,1596089,327916
367100,1596810,328022
367200,1597523,328129
367300,1598216,328235
367400,1598902,328340
367500,1599589,328447
367600,1600295,328553
367700,1600978,328648
367800,1601726,328765
367900,1602417,328864
368000,1603120,328974
368100,1603817,329073
368200,1604505,329187
368300,1605221,329291
368400,1605957,329403
368500,1606626,329503
368600,1607310,329606
368700,1608016,329706
368800,1608772,329826
368900,1609427,329920
369000,1610166,330031
369100,1610913,330138
369200,1611567,330228
369300,1612267,330338
369400,1612998,330447
369500,1613717,330550
369600,1614374,330643
369700,1615094,330749
369800,1615762,330846
369900,1616473,330955
370000,1617177,331064
370100,1617894,331164
370200,1618600,331272
370300,1619261,331365
370400,1619979,331480
370500,1620698,331587
370600,1621415,331693
370700,1622135,331798
370800,1622814,331901
370900,1623525,332010
371000,1624206,332104
371100,1624888,332207
371200,1625608,332317
371300,1626262,332414
371400,1626954,332525
371500,1627638,332632
371600,1628340,332734
371700,1629023,332834
371800,1629676,332935
371900,1630357,333035
372000,1631062,333141
372100,1631727,333241
372200,1632449,333354
372300,1633156,333459
372400,1633909,333567
372500,1634621,333667
372600,1635295,333761
372700,1635992,333871
372800,1636661,333973
372900,1637394,334083
373000,1638061,334183
373100,1638725,334283
373200,1639390,334389
373300,1640113,334501
373400,1640758,334597
373500,1641381,334700
373600,1642041,334809
373700,1642745,334915
373800,1643454,335021
373900,1644113,335121
374000,1644815,335229
374100,1645540,335343
374200,1646219,335439
374300,1646940,335546
374400,1647613,335646
374500,1648275,335747
374600,1648979,335857
374700,1649658,335959
374800,1650347,336064
374900,1651079,336182
375000,1651749,336283
375100,1652439,336385
375200,1653115,336487
375300,1653798,336594
375400,1654506,336703
375500,1655162,336803
375600,1655882,336915
375700,1656566,337015
375800,1657291,337125
375900,1657994,337229
376000,1658674,337334
376100,1659371,337439
376200,1660091,337543
376300,1660788,337650
376400,1661512,337753
376500,1662200,337855
376600,1662863,337956
376700,1663542,338064
376800,1664247,338174
376900,1664935,338279
377000,1665635,338384
377100,1666299,338490
377200,1666983,338598
377300,1667705,338708
377400,1668408,338811
377500,1669080,338912
377600,1669758,339016
377700,1670465,339120
377800,1671114,339217
377900,1671786,339327
378000,1672503,339444
378100,1673162,339538
378200,1673871,339645
378300,1674597,339755
378400,1675306,339856
378500,1675924,339954
378600,1676654,340068
378700,1677352,340171
378800,1678037,340270
378900,1678708,340379
379000,1679395,340485
379100,1680082,340592
379200,1680782,340697
379300,1681460,340800
379400,1682163,340904
379500,1682930,341021
379600,1683606,341110
379700,1684288,341216
379800,1684939,341318
379900,1685585,341422
380000,1686275,341530
380100,1686994,341642
380200,1687681,341739
380300,1688394,341848
380400,1689114,341956
380500,1689850,342067
380600,1690494,342162
380700,1691150,342264
380800,1691822,342374
380900,1692494,342479
381000,1693180,342584
381100,1693901,342692
381200,1694619,342800
381300,1695290,342902
381400,1695957,343012
381500,1696682,343126
381600,1697363,343222
381700,1698038,343328
381800,1698721,343433
381900,1699431,343542
382000,1700166,343652
382100,1700861,343753
382200,1701572,343856
382300,1702267,343963
382400,1702991,344074
382500,1703723,344177
382600,1704456,344285
382700,1705141,344380
382800,1705862,344495
382900,1706544,344602
383000,1707209,344703
383100,1707886,344809
383200,1708599,344919
383300,1709280,345025
383400,1709993,345129
383500,1710695,345232
383600,1711382,345332
383700,1712102,345440
383800,1712842,345549
383900,1713491,345642
384000,1714149,345749
384100,1714803,345852
384200,1715522,345965
384300,1716211,346067
384400,1716932,346176
384500,1717599,346272
384600,1718279,346376
384700,1718972,346484
384800,1719698,346590
384900,1720474,346701
385000,1721135,346794
385100,1721782,346896
385200,1722491,347005
385300,1723213,347111
385400,1723933,347217
385500,1724602,347313
385600,1725279,347415
385700,1725961,347526
385800,1726653,347635
385900,1727299,347731
386000,1727937,347833
386100,1728690,347954
386200,1729403,348059
386300,1730097,348159
386400,1730758,348259
386500,1731464,348375
386600,1732158,348478
386700,1732877,348583
386800,1733596,348689
386900,1734307,348792
387000,1735020,348897
387100,1735737,349006
387200,1736441,349110
387300,1737165,349217
387400,1737881,349328
387500,1738588,349430
387600,1739312,349533
387700,1740015,349640
387800,1740686,349736
387900,1741402,349854
388000,1742110,349956
388100,1742793,350062
388200,1743512,350174
388300,1744261,350281
388400,1745010,350389
388500,1745728,350494
388600,1746409,350593
388700,1747061,350687
388800,1747776,350800
388900,1748478,350903
389000,1749131,350993
389100,1749859,351111
389200,1750547,351211
389300,1751190,351310
389400,1751899,351423
389500,1752597,351529
389600,1753295,351641
389700,1754015,351747
389800,1754733,351853
389900,1755376,351946
390000,1756057,352056
390100,1756798,352175
390200,1757509,352273
390300,1758179,352372
390400,1758859,352476
390500,1759541,352583
390600,1760227,352688
390700,1760953,352794
390800,1761621,352886
390900,1762334,353004
391000,1763044,353107
391100,1763785,353210
391200,1764493,353310
391300,1765210,353418
391400,1765860,353516
391500,1766539,353621
391600,1767304,353736
391700,1767976,353829
391800,1768657,353930
391900,1769345,354035
392000,1770036,354144
392100,1770746,354247
392200,1771436,354350
392300,1772123,354455
392400,1772841,354563
392500,1773598,354672
392600,1774271,354769
392700,1774981,354886
392800,1775727,354992
392900,1776419,355090
393000,1777126,355192
393100,1777827,355297
393200,1778505,355394
393300,1779260,355512
393400,1779957,355613
393500,1780639,355709
393600,1781355,355823
393700,1782045,355924
393800,1782761,356031
393900,1783516,356140
394000,1784196,356233
394100,1784977,356351
394200,1785691,356449
394300,1786472,356561
394400,1787240,356662
394500,1787953,356762
394600,1788655,356860
394700,1789339,356963
394800,1789995,357068
394900,1790689,357175
395000,1791459,357286
395100,1792151,357385
395200,1792821,357484
395300,1793559,357600
395400,1794282,357702
395500,1794985,357805
395600,1795741,357915
395700,1796455,358009
395800,1797175,358113
395900,1797926,358228
396000,1798589,358325
396100,1799347,358440
396200,1800070,358541
396300,1800760,358642
396400,1801449,358740
396500,1802119,358843
396600,1802839,358955
396700,1803562,359062
396800,1804285,359164
396900,1805005,359270
397000,1805701,359370
397100,1806420,359478
397200,1807106,359578
397300,1807829,359692
397400,1808505,359789
397500,1809207,359897
397600,1809945,360003
397700,1810612,360099
397800,1811293,360202
397900,1812005,360312
398000,1812725,360420
398100,1813435,360523
398200,1814102,360623
398300,1814763,360729
398400,1815470,360837
398500,1816185,360944
398600,1816873,361049
398700,1817569,361147
398800,1818244,361255
398900,1818959,361366
399000,1819681,361470
399100,1820382,361572
399200,1821122,361681
399300,1821820,361777
399400,1822547,361887
399500,1823259,361990
399600,1823973,362089
399700,1824657,362188
399800,1825353,362300
399900,1826053,362402
400000,1826770,362507
400100,1827491,362616
400200,1828191,362720
400300,1828906,362826
400400,1829671,362937
400500,1830395,363043
400600,1831127,363151
400700,1831799,363249
400800,1832430,363345
400900,1833092,363458
401000,1833791,363567
401100,1834467,363674
401200,1835176,363777
401300,1835905,363884
401400,1836598,363981
401500,1837296,364085
401600,1838057,364199
401700,1838786,364296
401800,1839530,364408
401900,1840191,364501
402000,1840920,364613
402100,1841592,364717
402200,1842304,364822
402300,1843052,364936
402400,1843810,365047
402500,1844536,365155
402600,1845237,365252
402700,1845924,365356
402800,1846639,365468
402900,1847324,365567
403000,1848061,365684
403100,1848760,365777
403200,1849461,365883
403300,1850136,365985
403400,1850851,366093
403500,1851578,366207
403600,1852319,366315
403700,1853006,366418
403800,1853672,366514
403900,1854386,366626
404000,1855051,366726
404100,1855756,366834
404200,1856434,366934
404300,1857102,367039
404400,1857849,367157
404500,1858604,367263
404600,1859319,367364
404700,1860082,367475
404800,1860753,367563
404900,1861454,367673
405000,1862172,367784
405100,1862856,367883
405200,1863535,367990
405300,1864197,368093
405400,1864932,368204
